Opening all_modis_10k.txt
Run Date dhours1 sep1 aetype1 cloudfrac1 dbod1 dbae1 dhours2 sep2 aetype2 cloudfrac2 dbod2 dbae2
95195 2014-05-28 02:00:54 -16.4 12.3 3.00 0.00 0.03 1.50 6.7 4.0 3.00 0.00 0.02 1.50
95196 2014-05-28 02:32:48 -17.0 12.3 3.00 0.00 0.03 1.50 6.1 4.0 3.00 0.00 0.02 1.50
95197 2014-05-28 03:03:37 -17.5 12.3 3.00 0.00 0.03 1.50 5.6 4.0 3.00 0.00 0.02 1.50
95198 2014-05-28 03:34:26 -18.0 12.3 3.00 0.00 0.03 1.50 5.1 4.0 3.00 0.00 0.02 1.50
95223 2014-05-28 17:44:17 -9.1 4.0 3.00 0.00 0.02 1.50 15.7 3.3 3.00 0.00 0.02 1.50
95224 2014-05-28 18:04:14 -9.4 4.0 3.00 0.00 0.02 1.50 15.3 3.3 3.00 0.00 0.02 1.50
95225 2014-05-28 18:34:39 -9.9 4.0 3.00 0.00 0.02 1.50 14.8 3.3 3.00 0.00 0.02 1.50
95226 2014-05-28 19:05:29 -10.4 4.0 3.00 0.00 0.02 1.50 14.3 3.3 3.00 0.00 0.02 1.50
95227 2014-05-28 19:35:47 -10.9 4.0 3.00 0.00 0.02 1.50 13.8 3.3 3.00 0.00 0.02 1.50
95228 2014-05-28 20:06:04 -11.4 4.0 3.00 0.00 0.02 1.50 13.3 3.3 3.00 0.00 0.02 1.50
95229 2014-05-28 20:36:22 -11.9 4.0 3.00 0.00 0.02 1.50 12.8 3.3 3.00 0.00 0.02 1.50
95230 2014-05-28 21:06:55 -12.4 4.0 3.00 0.00 0.02 1.50 12.3 3.3 3.00 0.00 0.02 1.50
95231 2014-05-28 21:37:28 -13.0 4.0 3.00 0.00 0.02 1.50 11.8 3.3 3.00 0.00 0.02 1.50
95232 2014-05-28 22:02:41 -13.4 4.0 3.00 0.00 0.02 1.50 11.4 3.3 3.00 0.00 0.02 1.50
95233 2014-05-28 22:36:18 -13.9 4.0 3.00 0.00 0.02 1.50 10.8 3.3 3.00 0.00 0.02 1.50
95234 2014-05-28 22:50:42 -14.2 4.0 3.00 0.00 0.02 1.50 10.6 3.3 3.00 0.00 0.02 1.50
95235 2014-05-28 22:54:51 -14.2 4.0 3.00 0.00 0.02 1.50 10.5 3.3 3.00 0.00 0.02 1.50
95236 2014-05-28 23:29:58 -14.8 4.0 3.00 0.00 0.02 1.50 9.9 3.3 3.00 0.00 0.02 1.50
95237 2014-05-29 00:00:23 -15.3 4.0 3.00 0.00 0.02 1.50 9.4 3.3 3.00 0.00 0.02 1.50
95238 2014-05-29 00:30:57 -15.8 4.0 3.00 0.00 0.02 1.50 8.9 3.3 3.00 0.00 0.02 1.50
95239 2014-05-29 00:48:28 -16.1 4.0 3.00 0.00 0.02 1.50 8.6 3.3 3.00 0.00 0.02 1.50
95240 2014-05-29 01:20:21 -16.7 4.0 3.00 0.00 0.02 1.50 8.1 3.3 3.00 0.00 0.02 1.50
95241 2014-05-29 01:52:14 -17.2 4.0 3.00 0.00 0.02 1.50 7.5 3.3 3.00 0.00 0.02 1.50
95242 2014-05-29 02:22:23 -17.7 4.0 3.00 0.00 0.02 1.50 7.0 3.3 3.00 0.00 0.02 1.50
95243 2014-05-29 02:52:57 -18.2 4.0 3.00 0.00 0.02 1.50 6.5 3.3 3.00 0.00 0.02 1.50
95269 2014-05-29 17:35:31 -8.2 3.3 3.00 0.00 0.02 1.50 14.9 8.3 3.00 0.00 0.03 1.50
95270 2014-05-29 18:00:08 -8.6 3.3 3.00 0.00 0.02 1.50 14.5 8.3 3.00 0.00 0.03 1.50
95271 2014-05-29 18:30:33 -9.1 3.3 3.00 0.00 0.02 1.50 14.0 8.3 3.00 0.00 0.03 1.50
95272 2014-05-29 19:01:22 -9.6 3.3 3.00 0.00 0.02 1.50 13.5 8.3 3.00 0.00 0.03 1.50
95273 2014-05-29 19:31:40 -10.1 3.3 3.00 0.00 0.02 1.50 13.0 8.3 3.00 0.00 0.03 1.50
95276 2014-05-29 19:53:34 -10.5 3.3 3.00 0.00 0.02 1.50 12.6 8.3 3.00 0.00 0.03 1.50
95277 2014-05-29 20:23:43 -11.0 3.3 3.00 0.00 0.02 1.50 12.1 8.3 3.00 0.00 0.03 1.50
95278 2014-05-29 20:54:09 -11.5 3.3 3.00 0.00 0.02 1.50 11.6 8.3 3.00 0.00 0.03 1.50
95279 2014-05-29 21:24:58 -12.0 3.3 3.00 0.00 0.02 1.50 11.1 8.3 3.00 0.00 0.03 1.50
95280 2014-05-29 21:55:15 -12.5 3.3 3.00 0.00 0.02 1.50 10.6 8.3 3.00 0.00 0.03 1.50
95281 2014-05-29 22:27:25 -13.0 3.3 3.00 0.00 0.02 1.50 10.0 8.3 3.00 0.00 0.03 1.50
95282 2014-05-29 22:46:32 -13.4 3.3 3.00 0.00 0.02 1.50 9.7 8.3 3.00 0.00 0.03 1.50
95283 2014-05-29 22:54:04 -13.5 3.3 3.00 0.00 0.02 1.50 9.6 8.3 3.00 0.00 0.03 1.50
95284 2014-05-29 23:02:30 -13.6 3.3 3.00 0.00 0.02 1.50 9.5 8.3 3.00 0.00 0.03 1.50
95285 2014-05-29 23:09:15 -13.7 3.3 3.00 0.00 0.02 1.50 9.3 8.3 3.00 0.00 0.03 1.50
95286 2014-05-29 23:39:24 -14.2 3.3 3.00 0.00 0.02 1.50 8.8 8.3 3.00 0.00 0.03 1.50
95287 2014-05-30 00:10:38 -14.8 3.3 3.00 0.00 0.02 1.50 8.3 8.3 3.00 0.00 0.03 1.50
95288 2014-05-30 00:39:47 -15.2 3.3 3.00 0.00 0.02 1.50 7.8 8.3 3.00 0.00 0.03 1.50
95289 2014-05-30 01:09:56 -15.7 3.3 3.00 0.00 0.02 1.50 7.3 8.3 3.00 0.00 0.03 1.50
95290 2014-05-30 01:40:30 -16.3 3.3 3.00 0.00 0.02 1.50 6.8 8.3 3.00 0.00 0.03 1.50
95291 2014-05-30 02:10:47 -16.8 3.3 3.00 0.00 0.02 1.50 6.3 8.3 3.00 0.00 0.03 1.50
95292 2014-05-30 02:41:12 -17.3 3.3 3.00 0.00 0.02 1.50 5.8 8.3 3.00 0.00 0.03 1.50
95293 2014-05-30 03:11:29 -17.8 3.3 3.00 0.00 0.02 1.50 5.3 8.3 3.00 0.00 0.03 1.50
95294 2014-05-30 03:41:55 -18.3 3.3 3.00 0.00 0.02 1.50 4.8 8.3 3.00 0.00 0.03 1.50
95305 2014-05-30 17:50:52 -9.3 8.3 3.00 0.00 0.03 1.50 15.4 3.4 3.00 0.00 0.02 1.50
95306 2014-05-30 18:21:02 -9.9 8.3 3.00 0.00 0.03 1.50 14.9 3.4 3.00 0.00 0.02 1.50
95307 2014-05-30 18:52:08 -10.4 8.3 3.00 0.00 0.03 1.50 14.4 3.4 3.00 0.00 0.02 1.50
95308 2014-05-30 19:22:42 -10.9 8.3 3.00 0.00 0.03 1.50 13.9 3.4 3.00 0.00 0.02 1.50
95309 2014-05-30 19:53:01 -11.4 8.3 3.00 0.00 0.03 1.50 13.4 3.4 3.00 0.00 0.02 1.50
95310 2014-05-30 20:23:35 -11.9 8.3 3.00 0.00 0.03 1.50 12.9 3.4 3.00 0.00 0.02 1.50
95311 2014-05-30 20:55:12 -12.4 8.3 3.00 0.00 0.03 1.50 12.3 3.4 3.00 0.00 0.02 1.50
95312 2014-05-30 21:25:29 -12.9 8.3 3.00 0.00 0.03 1.50 11.8 3.4 3.00 0.00 0.02 1.50
95313 2014-05-30 21:57:55 -13.5 8.3 3.00 0.00 0.03 1.50 11.3 3.4 3.00 0.00 0.02 1.50
95314 2014-05-30 22:30:06 -14.0 8.3 3.00 0.00 0.03 1.50 10.7 3.4 3.00 0.00 0.02 1.50
95315 2014-05-30 23:00:24 -14.5 8.3 3.00 0.00 0.03 1.50 10.2 3.4 3.00 0.00 0.02 1.50
95316 2014-05-30 23:30:49 -15.0 8.3 3.00 0.00 0.03 1.50 9.7 3.4 3.00 0.00 0.02 1.50
95317 2014-05-31 00:02:03 -15.5 8.3 3.00 0.00 0.03 1.50 9.2 3.4 3.00 0.00 0.02 1.50
95318 2014-05-31 00:32:20 -16.0 8.3 3.00 0.00 0.03 1.50 8.7 3.4 3.00 0.00 0.02 1.50
95319 2014-05-31 01:02:23 -16.5 8.3 3.00 0.00 0.03 1.50 8.2 3.4 3.00 0.00 0.02 1.50
95320 2014-05-31 01:07:23 -16.6 8.3 3.00 0.00 0.03 1.50 8.1 3.4 3.00 0.00 0.02 1.50
95321 2014-05-31 01:37:56 -17.1 8.3 3.00 0.00 0.03 1.50 7.6 3.4 3.00 0.00 0.02 1.50
95322 2014-05-31 02:08:29 -17.6 8.3 3.00 0.00 0.03 1.50 7.1 3.4 3.00 0.00 0.02 1.50
95323 2014-05-31 02:39:02 -18.2 8.3 3.00 0.00 0.03 1.50 6.6 3.4 3.00 0.00 0.02 1.50
95324 2014-05-31 03:09:35 -18.7 8.3 3.00 0.00 0.03 1.50 6.1 3.4 3.00 0.00 0.02 1.50
95349 2014-05-31 18:42:51 -9.5 3.4 3.00 0.00 0.02 1.50 38.3 2.3 3.00 0.00 0.02 1.50
95350 2014-05-31 19:13:25 -10.0 3.4 3.00 0.00 0.02 1.50 37.8 2.3 3.00 0.00 0.02 1.50
95351 2014-05-31 19:43:58 -10.5 3.4 3.00 0.00 0.02 1.50 37.3 2.3 3.00 0.00 0.02 1.50
95352 2014-05-31 20:14:31 -11.0 3.4 3.00 0.00 0.02 1.50 36.8 2.3 3.00 0.00 0.02 1.50
95353 2014-05-31 20:45:05 -11.5 3.4 3.00 0.00 0.02 1.50 36.2 2.3 3.00 0.00 0.02 1.50
95354 2014-05-31 21:17:30 -12.0 3.4 3.00 0.00 0.02 1.50 35.7 2.3 3.00 0.00 0.02 1.50
95355 2014-05-31 21:48:16 -12.6 3.4 3.00 0.00 0.02 1.50 35.2 2.3 3.00 0.00 0.02 1.50
95356 2014-05-31 22:18:49 -13.1 3.4 3.00 0.00 0.02 1.50 34.7 2.3 3.00 0.00 0.02 1.50
95357 2014-05-31 22:51:38 -13.6 3.4 3.00 0.00 0.02 1.50 34.1 2.3 3.00 0.00 0.02 1.50
95358 2014-05-31 23:22:12 -14.1 3.4 3.00 0.00 0.02 1.50 33.6 2.3 3.00 0.00 0.02 1.50
95359 2014-05-31 23:52:45 -14.6 3.4 3.00 0.00 0.02 1.50 33.1 2.3 3.00 0.00 0.02 1.50
95360 2014-06-01 00:23:34 -15.1 3.4 3.00 0.00 0.02 1.50 32.6 2.3 3.00 0.00 0.02 1.50
95361 2014-06-01 00:54:07 -15.7 3.4 3.00 0.00 0.02 1.50 32.1 2.3 3.00 0.00 0.02 1.50
95362 2014-06-01 01:24:40 -16.2 3.4 3.00 0.00 0.02 1.50 31.6 2.3 3.00 0.00 0.02 1.50
95363 2014-06-01 01:55:14 -16.7 3.4 3.00 0.00 0.02 1.50 31.1 2.3 3.00 0.00 0.02 1.50
95364 2014-06-01 02:25:47 -17.2 3.4 3.00 0.00 0.02 1.50 30.6 2.3 3.00 0.00 0.02 1.50
95365 2014-06-01 02:56:43 -17.7 3.4 3.00 0.00 0.02 1.50 30.1 2.3 3.00 0.00 0.02 1.50
95366 2014-06-01 03:27:32 -18.2 3.4 3.00 0.00 0.02 1.50 29.5 2.3 3.00 0.00 0.02 1.50
95383 2014-06-01 19:33:17 -34.3 3.4 3.00 0.00 0.02 1.50 13.4 2.3 3.00 0.00 0.02 1.50
95384 2014-06-01 20:03:51 -34.8 3.4 3.00 0.00 0.02 1.50 12.9 2.3 3.00 0.00 0.02 1.50
95385 2014-06-01 20:34:32 -35.3 3.4 3.00 0.00 0.02 1.50 12.4 2.3 3.00 0.00 0.02 1.50
95386 2014-06-01 21:06:57 -35.9 3.4 3.00 0.00 0.02 1.50 11.9 2.3 3.00 0.00 0.02 1.50
95387 2014-06-01 21:37:30 -36.4 3.4 3.00 0.00 0.02 1.50 11.4 2.3 3.00 0.00 0.02 1.50
95388 2014-06-01 22:10:03 -36.9 3.4 3.00 0.00 0.02 1.50 10.8 2.3 3.00 0.00 0.02 1.50
95389 2014-06-01 22:40:29 -37.4 3.4 3.00 0.00 0.02 1.50 10.3 2.3 3.00 0.00 0.02 1.50
95390 2014-06-01 23:10:46 -37.9 3.4 3.00 0.00 0.02 1.50 9.8 2.3 3.00 0.00 0.02 1.50
95391 2014-06-01 23:41:19 -38.4 3.4 3.00 0.00 0.02 1.50 9.3 2.3 3.00 0.00 0.02 1.50
95392 2014-06-02 00:03:53 -38.8 3.4 3.00 0.00 0.02 1.50 8.9 2.3 3.00 0.00 0.02 1.50
95398 2014-06-02 00:50:44 -39.6 3.4 3.00 0.00 0.02 1.50 8.2 2.3 3.00 0.00 0.02 1.50
95399 2014-06-02 01:21:18 -40.1 3.4 3.00 0.00 0.02 1.50 7.6 2.3 3.00 0.00 0.02 1.50
95400 2014-06-02 01:51:43 -40.6 3.4 3.00 0.00 0.02 1.50 7.1 2.3 3.00 0.00 0.02 1.50
95401 2014-06-02 02:01:56 -40.8 3.4 3.00 0.00 0.02 1.50 7.0 2.3 3.00 0.00 0.02 1.50
95402 2014-06-02 02:32:05 -41.3 3.4 3.00 0.00 0.02 1.50 6.5 2.3 3.00 0.00 0.02 1.50
95403 2014-06-02 03:02:14 -41.8 3.4 3.00 0.00 0.02 1.50 6.0 2.3 3.00 0.00 0.02 1.50
95404 2014-06-02 03:25:49 -42.2 3.4 3.00 0.00 0.02 1.50 5.6 2.3 3.00 0.00 0.02 1.50
95419 2014-06-02 20:23:20 -11.4 2.3 3.00 0.00 0.02 1.50 13.4 5.3 3.00 0.00 0.02 1.50
95420 2014-06-02 20:53:54 -11.9 2.3 3.00 0.00 0.02 1.50 12.9 5.3 3.00 0.00 0.02 1.50
95421 2014-06-02 21:24:43 -12.4 2.3 3.00 0.00 0.02 1.50 12.3 5.3 3.00 0.00 0.02 1.50
95422 2014-06-02 21:55:24 -12.9 2.3 3.00 0.00 0.02 1.50 11.8 5.3 3.00 0.00 0.02 1.50
95423 2014-06-02 22:27:33 -13.5 2.3 3.00 0.00 0.02 1.50 11.3 5.3 3.00 0.00 0.02 1.50
95424 2014-06-02 22:58:22 -14.0 2.3 3.00 0.00 0.02 1.50 10.8 5.3 3.00 0.00 0.02 1.50
95425 2014-06-02 23:28:56 -14.5 2.3 3.00 0.00 0.02 1.50 10.3 5.3 3.00 0.00 0.02 1.50
95426 2014-06-03 00:00:17 -15.0 2.3 3.00 0.00 0.02 1.50 9.7 5.3 3.00 0.00 0.02 1.50
95427 2014-06-03 00:22:38 -15.4 2.3 3.00 0.00 0.02 1.50 9.4 5.3 3.00 0.00 0.02 1.50
95428 2014-06-03 00:54:15 -15.9 2.3 3.00 0.00 0.02 1.50 8.8 5.3 3.00 0.00 0.02 1.50
95429 2014-06-03 01:24:48 -16.4 2.3 3.00 0.00 0.02 1.50 8.3 5.3 3.00 0.00 0.02 1.50
95430 2014-06-03 01:55:22 -16.9 2.3 3.00 0.00 0.02 1.50 7.8 5.3 3.00 0.00 0.02 1.50
95431 2014-06-03 02:25:55 -17.4 2.3 3.00 0.00 0.02 1.50 7.3 5.3 3.00 0.00 0.02 1.50
95432 2014-06-03 02:33:47 -17.6 2.3 3.00 0.00 0.02 1.50 7.2 5.3 3.00 0.00 0.02 1.50
95433 2014-06-03 03:06:30 -18.1 2.3 3.00 0.00 0.02 1.50 6.6 5.3 3.00 0.00 0.02 1.50
95434 2014-06-03 03:37:41 -18.6 2.3 3.00 0.00 0.02 1.50 6.1 5.3 3.00 0.00 0.02 1.50
95483 2014-06-03 21:26:44 -11.7 5.3 3.00 0.00 0.02 1.50 11.4 5.5 3.00 0.00 0.03 1.50
95484 2014-06-03 22:00:52 -12.3 5.3 3.00 0.00 0.02 1.50 10.8 5.5 3.00 0.00 0.03 1.50
95485 2014-06-03 22:32:14 -12.8 5.3 3.00 0.00 0.02 1.50 10.3 5.5 3.00 0.00 0.03 1.50
95486 2014-06-03 23:05:13 -13.3 5.3 3.00 0.00 0.02 1.50 9.7 5.5 3.00 0.00 0.03 1.50
95487 2014-06-03 23:35:54 -13.8 5.3 3.00 0.00 0.02 1.50 9.2 5.5 3.00 0.00 0.03 1.50
95488 2014-06-04 00:07:08 -14.4 5.3 3.00 0.00 0.02 1.50 8.7 5.5 3.00 0.00 0.03 1.50
95489 2014-06-04 00:26:36 -14.7 5.3 3.00 0.00 0.02 1.50 8.4 5.5 3.00 0.00 0.03 1.50
95490 2014-06-04 00:36:13 -14.9 5.3 3.00 0.00 0.02 1.50 8.2 5.5 3.00 0.00 0.03 1.50
95491 2014-06-04 01:06:14 -15.4 5.3 3.00 0.00 0.02 1.50 7.7 5.5 3.00 0.00 0.03 1.50
95492 2014-06-04 01:36:31 -15.9 5.3 3.00 0.00 0.02 1.50 7.2 5.5 3.00 0.00 0.03 1.50
95493 2014-06-04 02:00:48 -16.3 5.3 3.00 0.00 0.02 1.50 6.8 5.5 3.00 0.00 0.03 1.50
95494 2014-06-04 02:31:06 -16.8 5.3 3.00 0.00 0.02 1.50 6.3 5.5 3.00 0.00 0.03 1.50
95495 2014-06-04 03:01:39 -17.3 5.3 3.00 0.00 0.02 1.50 5.8 5.5 3.00 0.00 0.03 1.50
95496 2014-06-04 03:32:04 -17.8 5.3 3.00 0.00 0.02 1.50 5.3 5.5 3.00 0.00 0.03 1.50
95535 2014-06-04 22:03:42 -13.2 5.5 3.00 0.00 0.03 1.50 11.4 4.3 -9999.00 0.98 -10.00 -10.00
95536 2014-06-04 22:34:01 -13.7 5.5 3.00 0.00 0.03 1.50 10.9 4.3 -9999.00 0.98 -10.00 -10.00
95537 2014-06-04 23:06:26 -14.3 5.5 3.00 0.00 0.03 1.50 10.4 4.3 -9999.00 0.98 -10.00 -10.00
95539 2014-06-04 23:19:22 -14.5 5.5 3.00 0.00 0.03 1.50 10.2 4.3 -9999.00 0.98 -10.00 -10.00
95543 2014-06-04 23:43:17 -14.9 5.5 3.00 0.00 0.03 1.50 9.8 4.3 -9999.00 0.98 -10.00 -10.00
95544 2014-06-05 00:13:19 -15.4 5.5 3.00 0.00 0.03 1.50 9.3 4.3 -9999.00 0.98 -10.00 -10.00
95545 2014-06-05 00:43:36 -15.9 5.5 3.00 0.00 0.03 1.50 8.8 4.3 -9999.00 0.98 -10.00 -10.00
95546 2014-06-05 01:13:53 -16.4 5.5 3.00 0.00 0.03 1.50 8.3 4.3 -9999.00 0.98 -10.00 -10.00
95547 2014-06-05 01:44:10 -16.9 5.5 3.00 0.00 0.03 1.50 7.8 4.3 -9999.00 0.98 -10.00 -10.00
95548 2014-06-05 02:14:27 -17.4 5.5 3.00 0.00 0.03 1.50 7.3 4.3 -9999.00 0.98 -10.00 -10.00
95549 2014-06-05 02:45:09 -17.9 5.5 3.00 0.00 0.03 1.50 6.7 4.3 -9999.00 0.98 -10.00 -10.00
95550 2014-06-05 03:15:34 -18.4 5.5 3.00 0.00 0.03 1.50 6.2 4.3 -9999.00 0.98 -10.00 -10.00
95551 2014-06-05 03:24:03 -18.6 5.5 3.00 0.00 0.03 1.50 6.1 4.3 -9999.00 0.98 -10.00 -10.00
95620 2014-06-05 23:06:27 -13.6 4.3 -9999.00 0.98 -10.00 -10.00 9.5 11.7 -9999.00 0.97 -10.00 -10.00
95621 2014-06-05 23:38:05 -14.1 4.3 -9999.00 0.98 -10.00 -10.00 8.9 11.7 -9999.00 0.97 -10.00 -10.00
95622 2014-06-05 23:59:18 -14.5 4.3 -9999.00 0.98 -10.00 -10.00 8.6 11.7 -9999.00 0.97 -10.00 -10.00
95623 2014-06-06 00:31:59 -15.0 4.3 -9999.00 0.98 -10.00 -10.00 8.1 11.7 -9999.00 0.97 -10.00 -10.00
95624 2014-06-06 00:48:54 -15.3 4.3 -9999.00 0.98 -10.00 -10.00 7.8 11.7 -9999.00 0.97 -10.00 -10.00
95625 2014-06-06 01:19:27 -15.8 4.3 -9999.00 0.98 -10.00 -10.00 7.3 11.7 -9999.00 0.97 -10.00 -10.00
95626 2014-06-06 01:49:52 -16.3 4.3 -9999.00 0.98 -10.00 -10.00 6.8 11.7 -9999.00 0.97 -10.00 -10.00
95627 2014-06-06 02:20:25 -16.8 4.3 -9999.00 0.98 -10.00 -10.00 6.2 11.7 -9999.00 0.97 -10.00 -10.00
95628 2014-06-06 02:50:51 -17.3 4.3 -9999.00 0.98 -10.00 -10.00 5.7 11.7 -9999.00 0.97 -10.00 -10.00
95629 2014-06-06 02:59:07 -17.5 4.3 -9999.00 0.98 -10.00 -10.00 5.6 11.7 -9999.00 0.97 -10.00 -10.00
95630 2014-06-06 03:07:42 -17.6 4.3 -9999.00 0.98 -10.00 -10.00 5.5 11.7 -9999.00 0.97 -10.00 -10.00
95631 2014-06-06 03:37:44 -18.1 4.3 -9999.00 0.98 -10.00 -10.00 5.0 11.7 -9999.00 0.97 -10.00 -10.00
95716 2014-06-07 00:02:33 -15.5 11.7 -9999.00 0.97 -10.00 -10.00 9.3 0.3 -9999.00 1.00 -10.00 -10.00
95738 2014-06-07 00:36:01 -16.0 11.7 -9999.00 0.97 -10.00 -10.00 8.7 0.3 -9999.00 1.00 -10.00 -10.00
95739 2014-06-07 00:51:45 -16.3 11.7 -9999.00 0.97 -10.00 -10.00 8.5 0.3 -9999.00 1.00 -10.00 -10.00
95740 2014-06-07 01:22:19 -16.8 11.7 -9999.00 0.97 -10.00 -10.00 8.0 0.3 -9999.00 1.00 -10.00 -10.00
95741 2014-06-07 01:53:00 -17.3 11.7 -9999.00 0.97 -10.00 -10.00 7.5 0.3 -9999.00 1.00 -10.00 -10.00
95742 2014-06-07 02:23:49 -17.8 11.7 -9999.00 0.97 -10.00 -10.00 6.9 0.3 -9999.00 1.00 -10.00 -10.00
95743 2014-06-07 02:54:22 -18.3 11.7 -9999.00 0.97 -10.00 -10.00 6.4 0.3 -9999.00 1.00 -10.00 -10.00
95744 2014-06-07 03:25:04 -18.8 11.7 -9999.00 0.97 -10.00 -10.00 5.9 0.3 -9999.00 1.00 -10.00 -10.00
95745 2014-06-07 03:55:54 -19.3 11.7 -9999.00 0.97 -10.00 -10.00 5.4 0.3 -9999.00 1.00 -10.00 -10.00
95770 2014-06-08 00:38:13 -15.3 0.3 -9999.00 1.00 -10.00 -10.00 7.8 10.6 3.00 0.64 0.05 1.50
95771 2014-06-08 00:43:49 -15.4 0.3 -9999.00 1.00 -10.00 -10.00 7.7 10.6 3.00 0.64 0.05 1.50
95772 2014-06-08 00:48:44 -15.5 0.3 -9999.00 1.00 -10.00 -10.00 7.6 10.6 3.00 0.64 0.05 1.50
95774 2014-06-08 01:23:15 -16.1 0.3 -9999.00 1.00 -10.00 -10.00 7.0 10.6 3.00 0.64 0.05 1.50
95775 2014-06-08 01:53:16 -16.6 0.3 -9999.00 1.00 -10.00 -10.00 6.5 10.6 3.00 0.64 0.05 1.50
95776 2014-06-08 02:23:33 -17.1 0.3 -9999.00 1.00 -10.00 -10.00 6.0 10.6 3.00 0.64 0.05 1.50
95777 2014-06-08 02:53:50 -17.6 0.3 -9999.00 1.00 -10.00 -10.00 5.5 10.6 3.00 0.64 0.05 1.50
95778 2014-06-08 03:24:08 -18.1 0.3 -9999.00 1.00 -10.00 -10.00 5.0 10.6 3.00 0.64 0.05 1.50
95779 2014-06-08 03:35:31 -18.3 0.3 -9999.00 1.00 -10.00 -10.00 4.8 10.6 3.00 0.64 0.05 1.50
95831 2014-06-10 02:32:13 -17.5 3.0 3.00 0.00 0.02 1.50 7.3 20.3 3.00 0.00 0.05 1.50
95832 2014-06-10 03:03:27 -18.0 3.0 3.00 0.00 0.02 1.50 6.8 20.3 3.00 0.00 0.05 1.50
95833 2014-06-10 03:34:36 -18.5 3.0 3.00 0.00 0.02 1.50 6.3 20.3 3.00 0.00 0.05 1.50
95871 2014-06-11 03:26:59 -17.6 20.3 3.00 0.00 0.05 1.50 5.5 5.0 3.00 0.00 0.05 1.50
95897 2014-06-15 17:36:15 -9.1 7.0 3.00 0.00 0.03 1.50 15.6 1.4 3.00 0.00 0.02 1.50
95899 2014-06-15 18:07:03 -9.6 7.0 3.00 0.00 0.03 1.50 15.1 1.4 3.00 0.00 0.02 1.50
95906 2014-06-15 18:37:44 -10.1 7.0 3.00 0.00 0.03 1.50 14.6 1.4 3.00 0.00 0.02 1.50
95922 2014-06-16 17:36:24 -8.4 1.4 3.00 0.00 0.02 1.50 39.4 3.4 3.00 0.00 0.04 1.50
95923 2014-06-16 18:06:57 -8.9 1.4 3.00 0.00 0.02 1.50 38.9 3.4 3.00 0.00 0.04 1.50
95924 2014-06-16 18:37:14 -9.4 1.4 3.00 0.00 0.02 1.50 38.4 3.4 3.00 0.00 0.04 1.50
95925 2014-06-16 19:07:24 -9.9 1.4 3.00 0.00 0.02 1.50 37.9 3.4 3.00 0.00 0.04 1.50
95926 2014-06-16 19:37:41 -10.4 1.4 3.00 0.00 0.02 1.50 37.4 3.4 3.00 0.00 0.04 1.50
95938 2014-06-17 17:36:35 -32.4 1.4 3.00 0.00 0.02 1.50 15.4 3.4 3.00 0.00 0.04 1.50
95939 2014-06-17 18:07:22 -32.9 1.4 3.00 0.00 0.02 1.50 14.9 3.4 3.00 0.00 0.04 1.50
95940 2014-06-17 18:52:48 -33.6 1.4 3.00 0.00 0.02 1.50 14.1 3.4 3.00 0.00 0.04 1.50
95941 2014-06-17 18:57:44 -33.7 1.4 3.00 0.00 0.02 1.50 14.0 3.4 3.00 0.00 0.04 1.50
95942 2014-06-17 19:28:15 -34.2 1.4 3.00 0.00 0.02 1.50 13.5 3.4 3.00 0.00 0.04 1.50
95943 2014-06-17 19:59:02 -34.7 1.4 3.00 0.00 0.02 1.50 13.0 3.4 3.00 0.00 0.04 1.50
95944 2014-06-17 20:06:26 -34.9 1.4 3.00 0.00 0.02 1.50 12.9 3.4 3.00 0.00 0.04 1.50
95945 2014-06-17 20:39:22 -35.4 1.4 3.00 0.00 0.02 1.50 12.3 3.4 3.00 0.00 0.04 1.50
95984 2014-06-18 17:36:46 -8.6 3.4 3.00 0.00 0.04 1.50 16.1 4.9 3.00 0.00 0.04 1.50
95985 2014-06-18 18:07:03 -9.1 3.4 3.00 0.00 0.04 1.50 15.6 4.9 3.00 0.00 0.04 1.50
95986 2014-06-18 18:15:42 -9.3 3.4 3.00 0.00 0.04 1.50 15.5 4.9 3.00 0.00 0.04 1.50
95987 2014-06-18 18:45:37 -9.8 3.4 3.00 0.00 0.04 1.50 15.0 4.9 3.00 0.00 0.04 1.50
95988 2014-06-18 19:15:38 -10.3 3.4 3.00 0.00 0.04 1.50 14.5 4.9 3.00 0.00 0.04 1.50
95989 2014-06-18 19:44:19 -10.7 3.4 3.00 0.00 0.04 1.50 14.0 4.9 3.00 0.00 0.04 1.50
95990 2014-06-18 20:14:28 -11.2 3.4 3.00 0.00 0.04 1.50 13.5 4.9 3.00 0.00 0.04 1.50
95991 2014-06-18 20:30:33 -11.5 3.4 3.00 0.00 0.04 1.50 13.2 4.9 3.00 0.00 0.04 1.50
95992 2014-06-18 20:49:26 -11.8 3.4 3.00 0.00 0.04 1.50 12.9 4.9 3.00 0.00 0.04 1.50
95993 2014-06-18 20:58:27 -12.0 3.4 3.00 0.00 0.04 1.50 12.8 4.9 3.00 0.00 0.04 1.50
95994 2014-06-18 21:32:14 -12.5 3.4 3.00 0.00 0.04 1.50 12.2 4.9 3.00 0.00 0.04 1.50
96053 2014-06-19 17:36:58 -7.9 4.9 3.00 0.00 0.04 1.50 15.2 8.5 3.00 0.00 0.05 1.50
96055 2014-06-19 18:17:06 -8.5 4.9 3.00 0.00 0.04 1.50 14.5 8.5 3.00 0.00 0.05 1.50
