Opening all_modis_10k.txt
Run Date dhours1 sep1 aetype1 cloudfrac1 dbod1 dbae1 dhours2 sep2 aetype2 cloudfrac2 dbod2 dbae2
45054 2008-04-24 17:58:18 76694.4 8.1 1.00 0.01 0.02 1.50 6038.4 6.3 2.00 0.00 0.03 1.50
45055 2008-04-24 18:23:31 76694.0 8.1 1.00 0.01 0.02 1.50 6038.0 6.3 2.00 0.00 0.03 1.50
45056 2008-04-24 18:53:54 76693.5 8.1 1.00 0.01 0.02 1.50 6037.5 6.3 2.00 0.00 0.03 1.50
45073 2008-04-25 17:49:32 76670.6 8.1 1.00 0.01 0.02 1.50 6014.6 6.3 2.00 0.00 0.03 1.50
45074 2008-04-25 18:19:52 76670.1 8.1 1.00 0.01 0.02 1.50 6014.1 6.3 2.00 0.00 0.03 1.50
45075 2008-04-25 18:27:55 76670.0 8.1 1.00 0.01 0.02 1.50 6014.0 6.3 2.00 0.00 0.03 1.50
45076 2008-04-25 18:58:00 76669.4 8.1 1.00 0.01 0.02 1.50 6013.4 6.3 2.00 0.00 0.03 1.50
45077 2008-04-25 19:28:33 76668.9 8.1 1.00 0.01 0.02 1.50 6012.9 6.3 2.00 0.00 0.03 1.50
45078 2008-04-25 19:39:50 76668.8 8.1 1.00 0.01 0.02 1.50 6012.8 6.3 2.00 0.00 0.03 1.50
45079 2008-04-25 19:52:01 76668.5 8.1 1.00 0.01 0.02 1.50 6012.5 6.3 2.00 0.00 0.03 1.50
45093 2008-04-26 17:48:54 76646.6 8.1 1.00 0.01 0.02 1.50 5990.6 6.3 2.00 0.00 0.03 1.50
45094 2008-04-26 18:01:13 76646.4 8.1 1.00 0.01 0.02 1.50 5990.4 6.3 2.00 0.00 0.03 1.50
45095 2008-04-26 18:31:41 76645.9 8.1 1.00 0.01 0.02 1.50 5989.9 6.3 2.00 0.00 0.03 1.50
45096 2008-04-26 19:02:20 76645.4 8.1 1.00 0.01 0.02 1.50 5989.4 6.3 2.00 0.00 0.03 1.50
45097 2008-04-26 19:33:03 76644.9 8.1 1.00 0.01 0.02 1.50 5988.9 6.3 2.00 0.00 0.03 1.50
45098 2008-04-26 20:04:11 76644.3 8.1 1.00 0.01 0.02 1.50 5988.3 6.3 2.00 0.00 0.03 1.50
45099 2008-04-26 20:34:44 76643.8 8.1 1.00 0.01 0.02 1.50 5987.8 6.3 2.00 0.00 0.03 1.50
45118 2008-04-27 17:47:49 76622.6 8.1 1.00 0.01 0.02 1.50 5966.6 6.3 2.00 0.00 0.03 1.50
45119 2008-04-27 18:18:06 76622.1 8.1 1.00 0.01 0.02 1.50 5966.1 6.3 2.00 0.00 0.03 1.50
45120 2008-04-27 18:48:39 76621.6 8.1 1.00 0.01 0.02 1.50 5965.6 6.3 2.00 0.00 0.03 1.50
45121 2008-04-27 19:19:07 76621.1 8.1 1.00 0.01 0.02 1.50 5965.1 6.3 2.00 0.00 0.03 1.50
45122 2008-04-27 19:49:29 76620.6 8.1 1.00 0.01 0.02 1.50 5964.6 6.3 2.00 0.00 0.03 1.50
45123 2008-04-27 20:20:34 76620.1 8.1 1.00 0.01 0.02 1.50 5964.1 6.3 2.00 0.00 0.03 1.50
45124 2008-04-27 20:50:48 76619.6 8.1 1.00 0.01 0.02 1.50 5963.6 6.3 2.00 0.00 0.03 1.50
45125 2008-04-27 21:21:07 76619.1 8.1 1.00 0.01 0.02 1.50 5963.1 6.3 2.00 0.00 0.03 1.50
45129 2008-04-28 17:52:41 76598.5 8.1 1.00 0.01 0.02 1.50 5942.5 6.3 2.00 0.00 0.03 1.50
45130 2008-04-28 18:06:44 76598.3 8.1 1.00 0.01 0.02 1.50 5942.3 6.3 2.00 0.00 0.03 1.50
45131 2008-04-28 18:50:24 76597.6 8.1 1.00 0.01 0.02 1.50 5941.6 6.3 2.00 0.00 0.03 1.50
45132 2008-04-28 19:21:03 76597.1 8.1 1.00 0.01 0.02 1.50 5941.1 6.3 2.00 0.00 0.03 1.50
45133 2008-04-28 19:51:51 76596.6 8.1 1.00 0.01 0.02 1.50 5940.6 6.3 2.00 0.00 0.03 1.50
45134 2008-04-28 20:22:12 76596.0 8.1 1.00 0.01 0.02 1.50 5940.0 6.3 2.00 0.00 0.03 1.50
45135 2008-04-28 20:52:37 76595.5 8.1 1.00 0.01 0.02 1.50 5939.5 6.3 2.00 0.00 0.03 1.50
45136 2008-04-28 21:22:58 76595.0 8.1 1.00 0.01 0.02 1.50 5939.0 6.3 2.00 0.00 0.03 1.50
45137 2008-04-28 21:53:28 76594.5 8.1 1.00 0.01 0.02 1.50 5938.5 6.3 2.00 0.00 0.03 1.50
45138 2008-04-28 22:15:37 76594.2 8.1 1.00 0.01 0.02 1.50 5938.2 6.3 2.00 0.00 0.03 1.50
45150 2008-04-29 17:47:55 76574.6 8.1 1.00 0.01 0.02 1.50 5918.6 6.3 2.00 0.00 0.03 1.50
45151 2008-04-29 18:18:13 76574.1 8.1 1.00 0.01 0.02 1.50 5918.1 6.3 2.00 0.00 0.03 1.50
45152 2008-04-29 19:25:22 76573.0 8.1 1.00 0.01 0.02 1.50 5917.0 6.3 2.00 0.00 0.03 1.50
45153 2008-04-29 20:00:51 76572.4 8.1 1.00 0.01 0.02 1.50 5916.4 6.3 2.00 0.00 0.03 1.50
45154 2008-04-29 20:36:20 76571.8 8.1 1.00 0.01 0.02 1.50 5915.8 6.3 2.00 0.00 0.03 1.50
45155 2008-04-29 21:06:57 76571.3 8.1 1.00 0.01 0.02 1.50 5915.3 6.3 2.00 0.00 0.03 1.50
45156 2008-04-29 21:37:23 76570.8 8.1 1.00 0.01 0.02 1.50 5914.8 6.3 2.00 0.00 0.03 1.50
45157 2008-04-29 22:07:51 76570.3 8.1 1.00 0.01 0.02 1.50 5914.3 6.3 2.00 0.00 0.03 1.50
45158 2008-04-29 22:16:12 76570.1 8.1 1.00 0.01 0.02 1.50 5914.1 6.3 2.00 0.00 0.03 1.50
45159 2008-04-29 22:47:14 76569.6 8.1 1.00 0.01 0.02 1.50 5913.6 6.3 2.00 0.00 0.03 1.50
45160 2008-04-29 23:17:51 76569.1 8.1 1.00 0.01 0.02 1.50 5913.1 6.3 2.00 0.00 0.03 1.50
45166 2008-04-30 17:45:40 76550.7 8.1 1.00 0.01 0.02 1.50 5894.7 6.3 2.00 0.00 0.03 1.50
45167 2008-04-30 18:16:38 76550.1 8.1 1.00 0.01 0.02 1.50 5894.1 6.3 2.00 0.00 0.03 1.50
45168 2008-04-30 18:47:14 76549.6 8.1 1.00 0.01 0.02 1.50 5893.6 6.3 2.00 0.00 0.03 1.50
45169 2008-04-30 19:17:23 76549.1 8.1 1.00 0.01 0.02 1.50 5893.1 6.3 2.00 0.00 0.03 1.50
45170 2008-04-30 19:48:07 76548.6 8.1 1.00 0.01 0.02 1.50 5892.6 6.3 2.00 0.00 0.03 1.50
45171 2008-04-30 20:18:23 76548.1 8.1 1.00 0.01 0.02 1.50 5892.1 6.3 2.00 0.00 0.03 1.50
45172 2008-04-30 20:48:35 76547.6 8.1 1.00 0.01 0.02 1.50 5891.6 6.3 2.00 0.00 0.03 1.50
45173 2008-04-30 21:18:58 76547.1 8.1 1.00 0.01 0.02 1.50 5891.1 6.3 2.00 0.00 0.03 1.50
45174 2008-04-30 21:49:20 76546.6 8.1 1.00 0.01 0.02 1.50 5890.6 6.3 2.00 0.00 0.03 1.50
45175 2008-04-30 22:20:07 76546.1 8.1 1.00 0.01 0.02 1.50 5890.1 6.3 2.00 0.00 0.03 1.50
45176 2008-04-30 22:50:37 76545.6 8.1 1.00 0.01 0.02 1.50 5889.6 6.3 2.00 0.00 0.03 1.50
45177 2008-04-30 23:21:13 76545.1 8.1 1.00 0.01 0.02 1.50 5889.1 6.3 2.00 0.00 0.03 1.50
45178 2008-04-30 23:51:48 76544.6 8.1 1.00 0.01 0.02 1.50 5888.6 6.3 2.00 0.00 0.03 1.50
45179 2008-05-01 00:22:12 76544.0 8.1 1.00 0.01 0.02 1.50 5888.0 6.3 2.00 0.00 0.03 1.50
45187 2008-05-01 17:45:22 76526.7 8.1 1.00 0.01 0.02 1.50 5870.7 6.3 2.00 0.00 0.03 1.50
45188 2008-05-01 18:16:06 76526.1 8.1 1.00 0.01 0.02 1.50 5870.1 6.3 2.00 0.00 0.03 1.50
45189 2008-05-01 18:46:08 76525.6 8.1 1.00 0.01 0.02 1.50 5869.6 6.3 2.00 0.00 0.03 1.50
45190 2008-05-01 19:16:24 76525.1 8.1 1.00 0.01 0.02 1.50 5869.1 6.3 2.00 0.00 0.03 1.50
45191 2008-05-01 19:48:48 76524.6 8.1 1.00 0.01 0.02 1.50 5868.6 6.3 2.00 0.00 0.03 1.50
45192 2008-05-01 20:19:10 76524.1 8.1 1.00 0.01 0.02 1.50 5868.1 6.3 2.00 0.00 0.03 1.50
45193 2008-05-01 20:49:19 76523.6 8.1 1.00 0.01 0.02 1.50 5867.6 6.3 2.00 0.00 0.03 1.50
45194 2008-05-01 21:19:34 76523.1 8.1 1.00 0.01 0.02 1.50 5867.1 6.3 2.00 0.00 0.03 1.50
45195 2008-05-01 21:51:16 76522.6 8.1 1.00 0.01 0.02 1.50 5866.6 6.3 2.00 0.00 0.03 1.50
45196 2008-05-01 22:22:18 76522.0 8.1 1.00 0.01 0.02 1.50 5866.0 6.3 2.00 0.00 0.03 1.50
45197 2008-05-01 22:52:35 76521.5 8.1 1.00 0.01 0.02 1.50 5865.5 6.3 2.00 0.00 0.03 1.50
45198 2008-05-01 23:23:03 76521.0 8.1 1.00 0.01 0.02 1.50 5865.0 6.3 2.00 0.00 0.03 1.50
45199 2008-05-01 23:53:35 76520.5 8.1 1.00 0.01 0.02 1.50 5864.5 6.3 2.00 0.00 0.03 1.50
45200 2008-05-02 00:24:03 76520.0 8.1 1.00 0.01 0.02 1.50 5864.0 6.3 2.00 0.00 0.03 1.50
45201 2008-05-02 00:54:32 76519.5 8.1 1.00 0.01 0.02 1.50 5863.5 6.3 2.00 0.00 0.03 1.50
45202 2008-05-02 01:09:01 76519.3 8.1 1.00 0.01 0.02 1.50 5863.3 6.3 2.00 0.00 0.03 1.50
45214 2008-05-02 17:44:54 76502.7 8.1 1.00 0.01 0.02 1.50 5846.7 6.3 2.00 0.00 0.03 1.50
45215 2008-05-02 18:15:37 76502.2 8.1 1.00 0.01 0.02 1.50 5846.2 6.3 2.00 0.00 0.03 1.50
45216 2008-05-02 18:45:56 76501.7 8.1 1.00 0.01 0.02 1.50 5845.7 6.3 2.00 0.00 0.03 1.50
45217 2008-05-02 18:49:11 76501.6 8.1 1.00 0.01 0.02 1.50 5845.6 6.3 2.00 0.00 0.03 1.50
45218 2008-05-02 19:21:50 76501.1 8.1 1.00 0.01 0.02 1.50 5845.1 6.3 2.00 0.00 0.03 1.50
45219 2008-05-02 19:52:13 76500.5 8.1 1.00 0.01 0.02 1.50 5844.5 6.3 2.00 0.00 0.03 1.50
45220 2008-05-02 20:22:38 76500.0 8.1 1.00 0.01 0.02 1.50 5844.0 6.3 2.00 0.00 0.03 1.50
45221 2008-05-02 20:53:08 76499.5 8.1 1.00 0.01 0.02 1.50 5843.5 6.3 2.00 0.00 0.03 1.50
45222 2008-05-02 21:23:31 76499.0 8.1 1.00 0.01 0.02 1.50 5843.0 6.3 2.00 0.00 0.03 1.50
45223 2008-05-02 21:54:26 76498.5 8.1 1.00 0.01 0.02 1.50 5842.5 6.3 2.00 0.00 0.03 1.50
45224 2008-05-02 22:24:51 76498.0 8.1 1.00 0.01 0.02 1.50 5842.0 6.3 2.00 0.00 0.03 1.50
45225 2008-05-02 22:55:19 76497.5 8.1 1.00 0.01 0.02 1.50 5841.5 6.3 2.00 0.00 0.03 1.50
45226 2008-05-02 23:25:49 76497.0 8.1 1.00 0.01 0.02 1.50 5841.0 6.3 2.00 0.00 0.03 1.50
45227 2008-05-02 23:56:19 76496.5 8.1 1.00 0.01 0.02 1.50 5840.5 6.3 2.00 0.00 0.03 1.50
45228 2008-05-03 00:26:42 76496.0 8.1 1.00 0.01 0.02 1.50 5840.0 6.3 2.00 0.00 0.03 1.50
45229 2008-05-03 00:59:17 76495.4 8.1 1.00 0.01 0.02 1.50 5839.4 6.3 2.00 0.00 0.03 1.50
45230 2008-05-03 01:29:48 76494.9 8.1 1.00 0.01 0.02 1.50 5838.9 6.3 2.00 0.00 0.03 1.50
45231 2008-05-03 02:02:03 76494.4 8.1 1.00 0.01 0.02 1.50 5838.4 6.3 2.00 0.00 0.03 1.50
45232 2008-05-03 02:33:38 76493.9 8.1 1.00 0.01 0.02 1.50 5837.9 6.3 2.00 0.00 0.03 1.50
45242 2008-05-03 17:45:39 76478.7 8.1 1.00 0.01 0.02 1.50 5822.7 6.3 2.00 0.00 0.03 1.50
45243 2008-05-03 18:16:27 76478.1 8.1 1.00 0.01 0.02 1.50 5822.1 6.3 2.00 0.00 0.03 1.50
45244 2008-05-03 18:46:44 76477.6 8.1 1.00 0.01 0.02 1.50 5821.6 6.3 2.00 0.00 0.03 1.50
45245 2008-05-03 19:16:59 76477.1 8.1 1.00 0.01 0.02 1.50 5821.1 6.3 2.00 0.00 0.03 1.50
45246 2008-05-03 19:48:06 76476.6 8.1 1.00 0.01 0.02 1.50 5820.6 6.3 2.00 0.00 0.03 1.50
45247 2008-05-03 20:18:27 76476.1 8.1 1.00 0.01 0.02 1.50 5820.1 6.3 2.00 0.00 0.03 1.50
45248 2008-05-03 20:48:52 76475.6 8.1 1.00 0.01 0.02 1.50 5819.6 6.3 2.00 0.00 0.03 1.50
45249 2008-05-03 21:19:26 76475.1 8.1 1.00 0.01 0.02 1.50 5819.1 6.3 2.00 0.00 0.03 1.50
45250 2008-05-03 21:49:56 76474.6 8.1 1.00 0.01 0.02 1.50 5818.6 6.3 2.00 0.00 0.03 1.50
45251 2008-05-03 21:56:26 76474.5 8.1 1.00 0.01 0.02 1.50 5818.5 6.3 2.00 0.00 0.03 1.50
45252 2008-05-03 22:32:22 76473.9 8.1 1.00 0.01 0.02 1.50 5817.9 6.3 2.00 0.00 0.03 1.50
45253 2008-05-03 23:02:59 76473.4 8.1 1.00 0.01 0.02 1.50 5817.4 6.3 2.00 0.00 0.03 1.50
45254 2008-05-03 23:33:15 76472.9 8.1 1.00 0.01 0.02 1.50 5816.9 6.3 2.00 0.00 0.03 1.50
45255 2008-05-04 00:03:50 76472.4 8.1 1.00 0.01 0.02 1.50 5816.4 6.3 2.00 0.00 0.03 1.50
45256 2008-05-04 00:34:24 76471.8 8.1 1.00 0.01 0.02 1.50 5815.8 6.3 2.00 0.00 0.03 1.50
45257 2008-05-04 00:42:58 76471.7 8.1 1.00 0.01 0.02 1.50 5815.7 6.3 2.00 0.00 0.03 1.50
45258 2008-05-04 01:13:38 76471.2 8.1 1.00 0.01 0.02 1.50 5815.2 6.3 2.00 0.00 0.03 1.50
45259 2008-05-04 01:44:19 76470.7 8.1 1.00 0.01 0.02 1.50 5814.7 6.3 2.00 0.00 0.03 1.50
45260 2008-05-04 02:16:22 76470.1 8.1 1.00 0.01 0.02 1.50 5814.1 6.3 2.00 0.00 0.03 1.50
45261 2008-05-04 02:47:04 76469.6 8.1 1.00 0.01 0.02 1.50 5813.6 6.3 2.00 0.00 0.03 1.50
45281 2008-05-04 17:43:50 76454.7 8.1 1.00 0.01 0.02 1.50 5798.7 6.3 2.00 0.00 0.03 1.50
45282 2008-05-04 18:14:29 76454.2 8.1 1.00 0.01 0.02 1.50 5798.2 6.3 2.00 0.00 0.03 1.50
45283 2008-05-04 18:44:50 76453.7 8.1 1.00 0.01 0.02 1.50 5797.7 6.3 2.00 0.00 0.03 1.50
45284 2008-05-04 19:17:06 76453.1 8.1 1.00 0.01 0.02 1.50 5797.1 6.3 2.00 0.00 0.03 1.50
45285 2008-05-04 19:47:25 76452.6 8.1 1.00 0.01 0.02 1.50 5796.6 6.3 2.00 0.00 0.03 1.50
45286 2008-05-04 20:17:46 76452.1 8.1 1.00 0.01 0.02 1.50 5796.1 6.3 2.00 0.00 0.03 1.50
45287 2008-05-04 21:44:54 76450.7 8.1 1.00 0.01 0.02 1.50 5794.7 6.3 2.00 0.00 0.03 1.50
45288 2008-05-04 22:17:02 76450.1 8.1 1.00 0.01 0.02 1.50 5794.1 6.3 2.00 0.00 0.03 1.50
45289 2008-05-04 22:47:34 76449.6 8.1 1.00 0.01 0.02 1.50 5793.6 6.3 2.00 0.00 0.03 1.50
45290 2008-05-04 23:18:10 76449.1 8.1 1.00 0.01 0.02 1.50 5793.1 6.3 2.00 0.00 0.03 1.50
45291 2008-05-04 23:48:43 76448.6 8.1 1.00 0.01 0.02 1.50 5792.6 6.3 2.00 0.00 0.03 1.50
45292 2008-05-05 00:19:13 76448.1 8.1 1.00 0.01 0.02 1.50 5792.1 6.3 2.00 0.00 0.03 1.50
45293 2008-05-05 00:49:37 76447.6 8.1 1.00 0.01 0.02 1.50 5791.6 6.3 2.00 0.00 0.03 1.50
45294 2008-05-05 01:22:00 76447.1 8.1 1.00 0.01 0.02 1.50 5791.1 6.3 2.00 0.00 0.03 1.50
45295 2008-05-05 01:52:26 76446.5 8.1 1.00 0.01 0.02 1.50 5790.5 6.3 2.00 0.00 0.03 1.50
45296 2008-05-05 02:22:54 76446.0 8.1 1.00 0.01 0.02 1.50 5790.0 6.3 2.00 0.00 0.03 1.50
45297 2008-05-05 02:53:22 76445.5 8.1 1.00 0.01 0.02 1.50 5789.5 6.3 2.00 0.00 0.03 1.50
45312 2008-05-05 18:40:31 76429.7 8.1 1.00 0.01 0.02 1.50 5773.7 6.3 2.00 0.00 0.03 1.50
45313 2008-05-05 19:14:21 76429.2 8.1 1.00 0.01 0.02 1.50 5773.2 6.3 2.00 0.00 0.03 1.50
45314 2008-05-05 19:56:15 76428.5 8.1 1.00 0.01 0.02 1.50 5772.5 6.3 2.00 0.00 0.03 1.50
45315 2008-05-05 20:28:05 76427.9 8.1 1.00 0.01 0.02 1.50 5771.9 6.3 2.00 0.00 0.03 1.50
45316 2008-05-05 21:00:21 76427.4 8.1 1.00 0.01 0.02 1.50 5771.4 6.3 2.00 0.00 0.03 1.50
45317 2008-05-05 21:31:43 76426.9 8.1 1.00 0.01 0.02 1.50 5770.9 6.3 2.00 0.00 0.03 1.50
45318 2008-05-05 22:03:33 76426.4 8.1 1.00 0.01 0.02 1.50 5770.4 6.3 2.00 0.00 0.03 1.50
45319 2008-05-05 22:37:03 76425.8 8.1 1.00 0.01 0.02 1.50 5769.8 6.3 2.00 0.00 0.03 1.50
45320 2008-05-05 23:08:33 76425.3 8.1 1.00 0.01 0.02 1.50 5769.3 6.3 2.00 0.00 0.03 1.50
45321 2008-05-05 23:39:59 76424.8 8.1 1.00 0.01 0.02 1.50 5768.8 6.3 2.00 0.00 0.03 1.50
45322 2008-05-06 00:11:54 76424.2 8.1 1.00 0.01 0.02 1.50 5768.2 6.3 2.00 0.00 0.03 1.50
45323 2008-05-06 00:43:16 76423.7 8.1 1.00 0.01 0.02 1.50 5767.7 6.3 2.00 0.00 0.03 1.50
45324 2008-05-06 01:16:56 76423.1 8.1 1.00 0.01 0.02 1.50 5767.1 6.3 2.00 0.00 0.03 1.50
45325 2008-05-06 01:42:20 76422.7 8.1 1.00 0.01 0.02 1.50 5766.7 6.3 2.00 0.00 0.03 1.50
45326 2008-05-06 02:13:56 76422.2 8.1 1.00 0.01 0.02 1.50 5766.2 6.3 2.00 0.00 0.03 1.50
45327 2008-05-06 02:45:27 76421.7 8.1 1.00 0.01 0.02 1.50 5765.7 6.3 2.00 0.00 0.03 1.50
45328 2008-05-06 03:22:53 76421.0 8.1 1.00 0.01 0.02 1.50 5765.0 6.3 2.00 0.00 0.03 1.50
45338 2008-05-06 18:06:16 76406.3 8.1 1.00 0.01 0.02 1.50 5750.3 6.3 2.00 0.00 0.03 1.50
45339 2008-05-06 18:37:02 76405.8 8.1 1.00 0.01 0.02 1.50 5749.8 6.3 2.00 0.00 0.03 1.50
45340 2008-05-06 19:07:17 76405.3 8.1 1.00 0.01 0.02 1.50 5749.3 6.3 2.00 0.00 0.03 1.50
45341 2008-05-06 19:38:20 76404.8 8.1 1.00 0.01 0.02 1.50 5748.8 6.3 2.00 0.00 0.03 1.50
45342 2008-05-06 20:08:34 76404.3 8.1 1.00 0.01 0.02 1.50 5748.3 6.3 2.00 0.00 0.03 1.50
45343 2008-05-06 20:16:31 76404.1 8.1 1.00 0.01 0.02 1.50 5748.1 6.3 2.00 0.00 0.03 1.50
45344 2008-05-06 20:46:55 76403.6 8.1 1.00 0.01 0.02 1.50 5747.6 6.3 2.00 0.00 0.03 1.50
45345 2008-05-06 21:17:09 76403.1 8.1 1.00 0.01 0.02 1.50 5747.1 6.3 2.00 0.00 0.03 1.50
45346 2008-05-06 21:47:29 76402.6 8.1 1.00 0.01 0.02 1.50 5746.6 6.3 2.00 0.00 0.03 1.50
45347 2008-05-06 22:18:18 76402.1 8.1 1.00 0.01 0.02 1.50 5746.1 6.3 2.00 0.00 0.03 1.50
45348 2008-05-06 22:48:43 76401.6 8.1 1.00 0.01 0.02 1.50 5745.6 6.3 2.00 0.00 0.03 1.50
45349 2008-05-06 22:52:53 76401.5 8.1 1.00 0.01 0.02 1.50 5745.5 6.3 2.00 0.00 0.03 1.50
45350 2008-05-06 23:25:23 76401.0 8.1 1.00 0.01 0.02 1.50 5745.0 6.3 2.00 0.00 0.03 1.50
45351 2008-05-06 23:56:37 76400.5 8.1 1.00 0.01 0.02 1.50 5744.5 6.3 2.00 0.00 0.03 1.50
45352 2008-05-07 00:27:07 76400.0 8.1 1.00 0.01 0.02 1.50 5744.0 6.3 2.00 0.00 0.03 1.50
45353 2008-05-07 00:57:31 76399.5 8.1 1.00 0.01 0.02 1.50 5743.5 6.3 2.00 0.00 0.03 1.50
45354 2008-05-07 01:28:01 76398.9 8.1 1.00 0.01 0.02 1.50 5742.9 6.3 2.00 0.00 0.03 1.50
45355 2008-05-07 01:58:19 76398.4 8.1 1.00 0.01 0.02 1.50 5742.4 6.3 2.00 0.00 0.03 1.50
45356 2008-05-07 02:28:50 76397.9 8.1 1.00 0.01 0.02 1.50 5741.9 6.3 2.00 0.00 0.03 1.50
45357 2008-05-07 02:59:43 76397.4 8.1 1.00 0.01 0.02 1.50 5741.4 6.3 2.00 0.00 0.03 1.50
45358 2008-05-07 03:32:04 76396.9 8.1 1.00 0.01 0.02 1.50 5740.9 6.3 2.00 0.00 0.03 1.50
45365 2008-05-07 18:10:44 76382.2 8.1 1.00 0.01 0.02 1.50 5726.2 6.3 2.00 0.00 0.03 1.50
45366 2008-05-07 18:41:16 76381.7 8.1 1.00 0.01 0.02 1.50 5725.7 6.3 2.00 0.00 0.03 1.50
45367 2008-05-07 19:13:50 76381.2 8.1 1.00 0.01 0.02 1.50 5725.2 6.3 2.00 0.00 0.03 1.50
45368 2008-05-07 19:44:13 76380.7 8.1 1.00 0.01 0.02 1.50 5724.7 6.3 2.00 0.00 0.03 1.50
45369 2008-05-07 20:14:37 76380.2 8.1 1.00 0.01 0.02 1.50 5724.2 6.3 2.00 0.00 0.03 1.50
45370 2008-05-07 20:30:27 76379.9 8.1 1.00 0.01 0.02 1.50 5723.9 6.3 2.00 0.00 0.03 1.50
45371 2008-05-07 21:13:44 76379.2 8.1 1.00 0.01 0.02 1.50 5723.2 6.3 2.00 0.00 0.03 1.50
45372 2008-05-07 21:18:50 76379.1 8.1 1.00 0.01 0.02 1.50 5723.1 6.3 2.00 0.00 0.03 1.50
45373 2008-05-07 21:24:09 76379.0 8.1 1.00 0.01 0.02 1.50 5723.0 6.3 2.00 0.00 0.03 1.50
45374 2008-05-07 21:30:18 76378.9 8.1 1.00 0.01 0.02 1.50 5722.9 6.3 2.00 0.00 0.03 1.50
45375 2008-05-07 22:00:54 76378.4 8.1 1.00 0.01 0.02 1.50 5722.4 6.3 2.00 0.00 0.03 1.50
45376 2008-05-07 22:31:23 76377.9 8.1 1.00 0.01 0.02 1.50 5721.9 6.3 2.00 0.00 0.03 1.50
45378 2008-05-07 23:33:18 76376.9 8.1 1.00 0.01 0.02 1.50 5720.9 6.3 2.00 0.00 0.03 1.50
45379 2008-05-08 00:03:44 76376.4 8.1 1.00 0.01 0.02 1.50 5720.4 6.3 2.00 0.00 0.03 1.50
45380 2008-05-08 00:16:06 76376.1 8.1 1.00 0.01 0.02 1.50 5720.1 6.3 2.00 0.00 0.03 1.50
45381 2008-05-08 00:20:44 76376.1 8.1 1.00 0.01 0.02 1.50 5720.1 6.3 2.00 0.00 0.03 1.50
45385 2008-05-08 19:26:31 76357.0 8.1 1.00 0.01 0.02 1.50 5701.0 6.3 2.00 0.00 0.03 1.50
45386 2008-05-08 19:56:39 76356.5 8.1 1.00 0.01 0.02 1.50 5700.5 6.3 2.00 0.00 0.03 1.50
45387 2008-05-08 20:27:03 76356.0 8.1 1.00 0.01 0.02 1.50 5700.0 6.3 2.00 0.00 0.03 1.50
45388 2008-05-08 20:57:15 76355.5 8.1 1.00 0.01 0.02 1.50 5699.5 6.3 2.00 0.00 0.03 1.50
45389 2008-05-08 21:27:22 76355.0 8.1 1.00 0.01 0.02 1.50 5699.0 6.3 2.00 0.00 0.03 1.50
45390 2008-05-08 21:58:22 76354.4 8.1 1.00 0.01 0.02 1.50 5698.4 6.3 2.00 0.00 0.03 1.50
45391 2008-05-08 22:28:56 76353.9 8.1 1.00 0.01 0.02 1.50 5697.9 6.3 2.00 0.00 0.03 1.50
45392 2008-05-08 22:59:23 76353.4 8.1 1.00 0.01 0.02 1.50 5697.4 6.3 2.00 0.00 0.03 1.50
45393 2008-05-08 23:13:52 76353.2 8.1 1.00 0.01 0.02 1.50 5697.2 6.3 2.00 0.00 0.03 1.50
45394 2008-05-08 23:17:19 76353.1 8.1 1.00 0.01 0.02 1.50 5697.1 6.3 2.00 0.00 0.03 1.50
45395 2008-05-08 23:47:35 76352.6 8.1 1.00 0.01 0.02 1.50 5696.6 6.3 2.00 0.00 0.03 1.50
45396 2008-05-09 00:19:53 76352.1 8.1 1.00 0.01 0.02 1.50 5696.1 6.3 2.00 0.00 0.03 1.50
45397 2008-05-09 00:50:02 76351.6 8.1 1.00 0.01 0.02 1.50 5695.6 6.3 2.00 0.00 0.03 1.50
45398 2008-05-09 01:20:25 76351.1 8.1 1.00 0.01 0.02 1.50 5695.1 6.3 2.00 0.00 0.03 1.50
45399 2008-05-09 01:50:49 76350.6 8.1 1.00 0.01 0.02 1.50 5694.6 6.3 2.00 0.00 0.03 1.50
45400 2008-05-09 02:21:13 76350.1 8.1 1.00 0.01 0.02 1.50 5694.1 6.3 2.00 0.00 0.03 1.50
45401 2008-05-09 02:51:25 76349.6 8.1 1.00 0.01 0.02 1.50 5693.6 6.3 2.00 0.00 0.03 1.50
45402 2008-05-09 03:21:48 76349.1 8.1 1.00 0.01 0.02 1.50 5693.1 6.3 2.00 0.00 0.03 1.50
45417 2008-05-09 20:30:06 76331.9 8.1 1.00 0.01 0.02 1.50 5675.9 6.3 2.00 0.00 0.03 1.50
45418 2008-05-09 21:00:45 76331.4 8.1 1.00 0.01 0.02 1.50 5675.4 6.3 2.00 0.00 0.03 1.50
45419 2008-05-09 21:31:13 76330.9 8.1 1.00 0.01 0.02 1.50 5674.9 6.3 2.00 0.00 0.03 1.50
45420 2008-05-09 22:02:02 76330.4 8.1 1.00 0.01 0.02 1.50 5674.4 6.3 2.00 0.00 0.03 1.50
45421 2008-05-09 22:32:36 76329.9 8.1 1.00 0.01 0.02 1.50 5673.9 6.3 2.00 0.00 0.03 1.50
45422 2008-05-09 23:03:04 76329.4 8.1 1.00 0.01 0.02 1.50 5673.4 6.3 2.00 0.00 0.03 1.50
